dish_name,category,price_vnd_k,filename,prompt_used,actual_resolution,status
Tangdi Kebab,Tandoor & Grill,250,tandoor-grill/tangdi-kebab.png,"A premium editorial food photograph of Tangdi Kebab: three tandoor-grilled chicken drumsticks marinated with aromatic Indian spices Three deep-red char-grilled chicken drumsticks fanned out, thin red onion rings, a lemon wedge and a small metal cup of mint chutney beside. Presented on a plain matte white/cream ceramic oval plate (NOT dark, NOT black, NOT charcoal - the plate itself is white/cream colored) with a subtle organic hand-thrown rim texture, exactly like the reference plate provided. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2126x1984,ok (pre-existing)
Tandoori Chicken,Tandoor & Grill,265,tandoor-grill/tandoori-chicken.png,"A premium editorial food photograph of Tandoori Chicken: half chicken with one breast and one leg, marinated overnight and roasted in the tandoor A vivid red-orange tandoori half chicken (one breast, one leg) with visible char marks, thin red onion rings, a lemon wedge and a small metal cup of mint chutney beside. Presented on a plain matte white/cream ceramic oval plate (NOT dark, NOT black, NOT charcoal - the plate itself is white/cream colored) with a subtle organic hand-thrown rim texture, exactly like the reference plate provided. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2126x1984,ok (pre-existing)
Tandoori Fish Tikka,Tandoor & Grill,265,tandoor-grill/tandoori-fish-tikka.png,"A premium editorial food photograph of Tandoori Fish Tikka: six boneless fish cubes marinated with spices and grilled in the tandoor Six golden-orange char-grilled fish cubes arranged neatly, thin red onion rings, a lemon wedge and a small metal cup of mint chutney beside. Presented on a plain matte white/cream ceramic oval plate (NOT dark, NOT black, NOT charcoal - the plate itself is white/cream colored) with a subtle organic hand-thrown rim texture, exactly like the reference plate provided. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2126x1984,ok (pre-existing)
Mixed Tandoori Platter,Tandoor & Grill,399,tandoor-grill/mixed-tandoori-platter.png,"A premium editorial food photograph of Mixed Tandoori Platter: Chicken Tikka, Chicken Malai Tikka, Paneer Tikka and Achari Paneer Tikka served on one sizzling platter with mint chutney A generous assortment of char-grilled chicken tikka, chicken malai tikka, paneer tikka and achari paneer tikka skewer pieces fanned out across the platter, mint chutney in a small metal cup, thin red onion rings and a lemon wedge, gentle wisps of steam suggesting it just came off the grill. Presented on a large matte white/cream ceramic oval serving platter (a larger version of the plain white plate) with a subtle organic hand-thrown rim texture, exactly like the reference plate provided, sized to hold an assortment of grilled items. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2268x1856,ok (pre-existing)
Dal Makhani,Main Curries,169,main-curries/dal-makhani.png,"A premium editorial food photograph of Dal Makhani: creamy black lentils slow-cooked with butter and aromatic spices Deep brown creamy lentils with a swirl of cream on top and a small pat of melting butter in the center, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Paneer Butter Masala,Main Curries,199,main-curries/paneer-butter-masala.png,"A premium editorial food photograph of Paneer Butter Masala: cottage cheese cooked in a rich tomato and butter gravy Soft paneer cubes in a smooth vivid orange-red tomato-butter gravy, finished with a swirl of cream and fresh cilantro. Nothing else in frame — no naan, no bread, no other food in the background, just the karahi on its coaster against the plain studio background. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Dal Tadka,Main Curries,159,main-curries/dal-tadka.png,"A premium editorial food photograph of Dal Tadka: yellow lentils tempered with garlic, cumin and spices Smooth golden-yellow lentils topped with a sizzling tempering of garlic slivers, cumin seeds and dried red chilli in ghee, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Kadhai Paneer,Main Curries,199,main-curries/kadhai-paneer.png,"A premium editorial food photograph of Kadhai Paneer: cottage cheese cooked with bell peppers, onions and traditional spices Golden paneer cubes tossed with colorful bell pepper and onion pieces in a thick reddish-brown masala, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Palak Paneer,Main Curries,199,main-curries/palak-paneer.png,"A premium editorial food photograph of Palak Paneer: cottage cheese simmered in a creamy spinach gravy Soft paneer cubes set in a smooth vivid green spinach gravy, finished with a swirl of cream and a fresh cilantro leaf. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Malai Kofta,Main Curries,195,main-curries/malai-kofta.png,"A premium editorial food photograph of Malai Kofta: vegetable dumplings served in a rich creamy curry Golden-fried vegetable dumplings submerged in a smooth creamy orange gravy, finished with a drizzle of cream, toasted nuts and fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Veg Jalfrezi,Main Curries,165,main-curries/veg-jalfrezi.png,"A premium editorial food photograph of Veg Jalfrezi: mixed vegetables tossed in a spiced tomato-based gravy Colorful bell pepper, carrot, baby corn and bean pieces in a light spiced tomato gravy, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Jeera Aloo,Main Curries,155,main-curries/jeera-aloo.png,"A premium editorial food photograph of Jeera Aloo: potatoes sauteed with cumin and aromatic spices Golden baby potatoes tossed with visible cumin seeds and dried red chilli, finished with fresh cilantro, served in the exact same style of small hammered copper karahi on a wooden coaster as the other curries in this set — photorealistic professional food photography, natural texture and lighting, not illustrated or airbrushed-looking. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Dum Aloo,Main Curries,185,main-curries/dum-aloo.png,"A premium editorial food photograph of Dum Aloo: baby potatoes simmered in a rich spiced gravy Whole baby potatoes in a rich reddish-orange spiced gravy, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Bhindi Masala,Main Curries,165,main-curries/bhindi-masala.png,"A premium editorial food photograph of Bhindi Masala: okra cooked with onions, tomatoes and aromatic spices Sliced okra sauteed with onion and tomato in a dry masala coating, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Aloo Gobhi,Main Curries,170,main-curries/aloo-gobhi.png,"A premium editorial food photograph of Aloo Gobhi: potatoes and cauliflower cooked with traditional Indian spices Golden potato and cauliflower florets tossed in a light turmeric-spiced dry masala, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Butter Chicken,Main Curries,249,main-curries/butter-chicken.png,"A premium editorial food photograph of Butter Chicken: tender chicken cooked in a rich tomato and butter gravy Tender chicken pieces in a smooth vivid orange-red tomato-butter gravy, finished with a swirl of cream and fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Chicken Tikka Masala,Main Curries,239,main-curries/chicken-tikka-masala.png,"A premium editorial food photograph of Chicken Tikka Masala: grilled chicken tikka simmered in a rich spiced tomato gravy Char-grilled chicken tikka pieces with visible smoky edges in a thick spiced tomato gravy, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Kadai Chicken,Main Curries,229,main-curries/kadai-chicken.png,"A premium editorial food photograph of Kadai Chicken: chicken cooked with onions, bell peppers and aromatic Indian spices Chicken pieces tossed with colorful bell pepper and onion in a thick reddish-brown masala, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Egg Curry,Main Curries,175,main-curries/egg-curry.png,"A premium editorial food photograph of Egg Curry: two whole boiled eggs simmered in a rich traditional Indian curry Two halved or whole boiled eggs submerged in a rich reddish-orange curry, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Egg Bhurji,Main Curries,175,main-curries/egg-bhurji.png,"A premium editorial food photograph of Egg Bhurji: Indian-style scrambled eggs cooked with onions, tomatoes, green chili and aromatic spices Soft golden-yellow scrambled eggs studded with diced onion, tomato and green chilli, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Fish Curry Coastal Style,Seafood Curries,240,seafood-curries/fish-curry-coastal-style.png,"A premium editorial food photograph of Fish Curry Coastal Style: fresh fish simmered in a rich coastal-style curry Firm white fish pieces in a golden-orange coconut-spiced coastal curry, finished with fresh curry leaves. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Prawn Masala,Seafood Curries,260,seafood-curries/prawn-masala.png,"A premium editorial food photograph of Prawn Masala: prawns cooked in a spiced onion and tomato gravy Plump prawns in a thick reddish-brown onion-tomato masala, finished with fresh cilantro. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Goan Prawn Curry,Seafood Curries,260,seafood-curries/goan-prawn-curry.png,"A premium editorial food photograph of Goan Prawn Curry: prawns cooked in a coconut-based coastal curry with aromatic spices Plump prawns in a golden-yellow coconut curry, finished with fresh curry leaves. Only the curry in the karahi — no rice, no side of rice, nothing else on the plate. Served in a small hammered copper karahi (traditional Indian wok-shaped serving bowl) with polished brass ring handles, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Tandoori Roti / Tawa Roti,Breads,55,breads/tandoori-roti-tawa-roti.png,"A premium editorial food photograph of Tandoori Roti / Tawa Roti: soft whole wheat bread baked in the tandoor (add butter +5K) Exactly ONE single round char-flecked whole wheat flatbread with a lightly blistered surface, alone in the basket. Do not show two rotis, do not duplicate it — only one piece of bread in the entire photo. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Garlic Naan,Breads,85,breads/garlic-naan.png,"A premium editorial food photograph of Garlic Naan: soft naan bread topped with garlic and fresh coriander A pillowy oval naan with charred blister spots, topped with chopped garlic and fresh coriander. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Laccha Parantha,Breads,80,breads/laccha-parantha.png,"A premium editorial food photograph of Laccha Parantha: multi-layered whole wheat bread cooked on a tawa with a touch of ghee A round layered flatbread with visible spiral flaky layers and a light ghee sheen. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Plain Naan,Breads,75,breads/plain-naan.png,"A premium editorial food photograph of Plain Naan: soft and pillowy white flour bread baked in the tandoor (add butter +5K) A beautiful, appetizing, generously sized pillowy oval white-flour naan, completely whole and intact with NO tears, NO broken edges, NO rips of any kind — a single smooth unbroken piece of bread with rich golden charred blister spots and a warm buttery sheen, resting elegantly in the basket. Nothing else on the plate — no dip, no bowl, no garnish, no side items of any kind, just the whole naan alone in the basket, shot with warm inviting light. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok
Cheese Garlic Naan,Breads,95,breads/cheese-garlic-naan.png,"A premium editorial food photograph of Cheese Garlic Naan: soft naan topped with garlic and melted cheese, baked in the tandoor An oval naan topped with melted golden cheese and chopped garlic, cut into wedges. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Chilli Cheese Naan,Breads,95,breads/chilli-cheese-naan.png,"A premium editorial food photograph of Chilli Cheese Naan: soft naan loaded with cheese, garlic and a touch of chili, baked in the tandoor A round naan topped with melted cheese, chopped garlic and red chilli flakes, cut into wedges. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Stuffed Naan (Aloo / Mix / Paneer),Breads,110,breads/stuffed-naan-aloo-mix-paneer.png,"A premium editorial food photograph of Stuffed Naan (Aloo / Mix / Paneer): soft naan stuffed with your choice of aloo, mix or paneer, baked to perfection in the tandoor (+40K for paneer) A pillowy naan cut into triangular wedges revealing a golden spiced potato stuffing inside, shot on a completely clean plain white/cream studio background with no texture or clutter behind it. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Parantha (Aloo / Mix / Paneer),Breads,110,breads/parantha-aloo-mix-paneer.png,"A premium editorial food photograph of Parantha (Aloo / Mix / Paneer): traditional layered flatbread with a soft, flaky texture, cooked on a griddle, with a choice of aloo, mix or paneer stuffing (+40K for paneer) A round griddle-cooked layered flatbread with a light golden-brown flaky surface and a touch of ghee sheen, cut into wedges revealing a spiced stuffing inside. Presented in a small rectangular woven rattan/wicker bread basket lined with a neutral linen napkin. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Dal Khichdi,Rice & Khichdi,180,rice-khichdi/dal-khichdi.png,"A premium editorial food photograph of Dal Khichdi: comforting rice and lentils cooked together with mild spices Soft golden-yellow rice and lentils mounded gently with a small pat of melting butter on top, finished with fresh cilantro. Served in a small hammered copper handi bowl (rounded, no handles), the rice mounded gently, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Steamed Basmati Rice,Rice & Khichdi,85,rice-khichdi/steamed-basmati-rice.png,"A premium editorial food photograph of Steamed Basmati Rice: light and fragrant long-grain basmati rice Fluffy separate long-grain white basmati rice mounded gently, finished with a single fresh cilantro leaf. Served in a small hammered copper handi bowl (rounded, no handles), the rice mounded gently, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Jeera Rice,Rice & Khichdi,99,rice-khichdi/jeera-rice.png,"A premium editorial food photograph of Jeera Rice: basmati rice tempered with cumin and aromatic spices Fluffy basmati rice flecked with visible toasted cumin seeds, finished with a dried red chilli and fresh cilantro. Served in a small hammered copper handi bowl (rounded, no handles), the rice mounded gently, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Paneer Biryani,Biryani,210,biryani/paneer-biryani.png,"A premium editorial food photograph of Paneer Biryani: aromatic basmati rice layered with paneer and traditional spices Fragrant saffron-streaked basmati rice layered with golden-seared paneer cubes, fried onions, mint leaves and whole spices. Served in a hammered copper biryani handi (rounded pot) with a domed hammered-copper lid propped partially open beside it, fragrant rice visibly steaming, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Veg Biryani,Biryani,190,biryani/veg-biryani.png,"A premium editorial food photograph of Veg Biryani: fragrant basmati rice layered with vegetables and traditional spices Fragrant saffron-streaked basmati rice layered with colorful mixed vegetables, fried onions, mint leaves and whole spices. Served in a hammered copper biryani handi (rounded pot) with a domed hammered-copper lid propped partially open beside it, fragrant rice visibly steaming, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Egg Biryani,Biryani,195,biryani/egg-biryani.png,"A premium editorial food photograph of Egg Biryani: fragrant basmati rice layered with eggs and aromatic spices Fragrant saffron-streaked basmati rice topped with halved boiled eggs, fried onions, mint leaves and whole spices. Served in a hammered copper biryani handi (rounded pot) with a domed hammered-copper lid propped partially open beside it, fragrant rice visibly steaming, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
